,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4649,2016,43022,1,5.0,17.9,2143.0,136.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4920,2008,61000,2,5.0,17.5,1198.0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
751,2012,67000,1,5.0,22.32,1582.0,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1590,2015,46601,1,5.0,20.73,1373.0,91.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5628,2019,20712,1,5.0,23.84,1199.0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
5498,2018,6820,1,5.0,22.54,1396.0,88.76,0,0,0,0,0,0,0,1,0,0,1,0,0,1
288,2015,31652,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
613,2015,61000,1,5.0,15.73,1968.0,174.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0
604,2009,90764,1,8.0,14.0,2498.0,112.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
115,2009,128000,1,5.0,10.8,2497.0,215.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1171,2012,96000,1,5.0,12.35,2179.0,187.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4888,2013,72000,1,5.0,0.0,2179.0,115.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3681,2013,167362,1,7.0,11.68,2498.0,112.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3478,2011,65000,1,5.0,17.0,1497.0,118.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3083,2014,10000,1,5.0,18.2,1199.0,82.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21,2015,55392,2,5.0,23.65,1248.0,88.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3677,2012,52000,1,5.0,22.32,1582.0,126.32,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3134,2015,52000,1,5.0,12.7,2179.0,187.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1988,2007,162000,2,8.0,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5173,2007,50000,2,5.0,17.3,1061.0,64.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3123,2011,79000,1,5.0,23.2,1248.0,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4109,2012,89000,2,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4884,2018,34696,1,5.0,18.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2082,2009,70521,2,5.0,10.9,2497.0,215.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,2009,30000,1,5.0,12.4,2698.0,179.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2154,2015,45295,1,5.0,18.9,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4854,2017,8000,1,5.0,18.2,1199.0,88.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1091,2016,58197,1,5.0,18.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,2013,105072,1,7.0,14.24,2755.0,174.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1629,2014,43521,1,5.0,19.4,1198.0,86.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
891,2015,30000,1,5.0,18.0,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4372,2012,34000,1,5.0,20.64,1498.0,108.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2479,2014,68218,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4588,2016,18043,1,5.0,22.74,796.0,47.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
165,2012,45000,2,5.0,19.4,1198.0,86.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3513,2011,64000,2,5.0,11.74,1796.0,186.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3316,2018,12794,1,5.0,19.0,1199.0,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
577,2016,58953,1,5.0,13.53,1984.0,177.01,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3507,2009,78000,1,5.0,12.4,2698.0,179.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1129,2016,54897,1,5.0,26.59,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2327,2018,24500,1,7.0,16.0,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1507,2016,57390,1,5.0,19.01,1461.0,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2045,2013,85000,1,5.0,16.1,1950.0,194.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4068,2012,65254,1,5.0,22.32,1582.0,126.32,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2972,2008,150000,1,5.0,18.1,1493.0,110.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2824,2007,75000,1,5.0,11.0,2987.0,198.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5615,2014,65000,1,5.0,24.0,1120.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4600,2012,56000,1,5.0,13.2,1495.0,94.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2263,2014,46000,1,5.0,15.04,1598.0,103.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
268,2012,73000,1,5.0,23.4,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5202,2016,34634,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
637,2014,49964,1,5.0,17.68,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4185,2009,60000,2,5.0,19.81,1086.0,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4164,2010,124313,1,8.0,12.99,2494.0,100.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2421,2016,59767,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3984,2014,83500,2,5.0,19.68,1399.0,67.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1527,2011,29813,2,5.0,14.74,1991.0,181.03,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1973,2013,75000,1,8.0,12.05,2179.0,120.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
740,2016,14351,1,5.0,18.88,1995.0,184.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2719,2016,58671,1,5.0,17.01,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
558,2004,129000,3,5.0,13.8,1299.0,70.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1981,2016,25121,1,7.0,13.68,2393.0,147.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5732,2019,4000,1,5.0,0.0,1950.0,194.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2597,2015,71826,1,5.0,19.3,1968.0,141.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5744,2016,36000,1,5.0,25.1,1498.0,98.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4374,2016,52378,1,5.0,17.0,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1119,2011,65000,1,5.0,14.74,2993.0,270.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
216,2013,107000,1,5.0,21.03,1461.0,65.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,2007,55000,1,5.0,13.2,1495.0,94.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,2015,41000,1,5.0,19.67,1582.0,126.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
639,2014,64000,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1533,2014,42277,1,5.0,24.0,1186.0,73.97,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5427,2012,97000,2,5.0,19.08,1582.0,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3157,2013,56000,1,5.0,14.53,1798.0,138.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5326,2010,83000,1,5.0,19.3,1248.0,73.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2152,2015,35000,1,5.0,17.0,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
24,2010,33000,1,5.0,14.4,1598.0,103.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5670,2010,35102,1,5.0,12.6,1798.0,161.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0
665,2010,53293,1,5.0,13.14,1798.0,160.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1744,2004,73500,2,5.0,13.0,1343.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5666,2017,29085,1,6.0,18.15,1198.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5282,2017,42000,1,5.0,22.0,1197.0,81.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5425,2011,69768,1,5.0,16.0,1198.0,90.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5026,2016,32450,1,5.0,18.6,1197.0,81.83,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2020,2012,69000,1,5.0,20.92,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5220,2015,26323,1,5.0,17.21,1197.0,103.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1096,2016,55137,1,5.0,14.0,796.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
5325,2010,37000,1,5.0,13.5,2987.0,282.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5381,2009,122000,2,5.0,17.0,1497.0,118.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
505,2014,18000,2,4.0,25.4,624.0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5360,2016,22129,1,5.0,18.9,1197.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3069,2013,67000,1,5.0,19.01,1461.0,108.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1118,2015,56073,1,5.0,13.7,1798.0,157.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5801,2017,28000,1,7.0,18.69,1462.0,103.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3601,2007,81000,1,5.0,16.4,1497.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3147,2013,72000,1,5.0,15.0,1396.0,98.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0
345,2009,620000,1,5.0,20.36,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1485,2012,49000,1,5.0,20.36,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1037,2013,29000,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1703,2011,25805,1,5.0,18.2,1061.0,64.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3098,2014,52000,1,5.0,22.5,998.0,67.04,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2407,2018,38852,1,5.0,21.4,1197.0,83.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1996,2009,55000,2,5.0,17.8,1399.0,68.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4762,2015,25000,1,5.0,18.9,1197.0,82.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1526,2016,27300,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3945,2014,70000,1,5.0,16.78,1496.0,88.73,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3294,2017,35384,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4788,2014,58000,2,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1017,2015,35000,1,5.0,18.5,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3612,2011,85000,1,5.0,17.8,1399.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1776,2017,10500,1,5.0,25.32,1198.0,77.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
753,2010,17088,1,5.0,18.6,1199.0,79.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5720,2013,67000,2,5.0,16.78,1496.0,88.73,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5103,2015,41000,1,5.0,18.2,1199.0,82.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4278,2013,80264,1,5.0,21.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4445,2017,8000,1,5.0,19.59,1995.0,187.74,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5080,2017,68557,1,7.0,15.96,2523.0,62.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4408,2018,18553,1,5.0,18.6,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3913,2013,70933,2,5.0,21.9,1396.0,88.76,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2347,2017,48324,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2342,2017,21740,1,5.0,18.16,1196.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2376,2010,38446,1,5.0,17.0,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4326,2019,3000,1,5.0,24.7,796.0,47.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
464,2008,179000,2,7.0,12.8,2953.0,156.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4703,2016,35000,1,7.0,20.62,1198.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1856,2002,69000,1,5.0,18.7,1896.0,66.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1631,2017,12248,1,5.0,18.9,1197.0,81.86,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2557,2012,71787,1,5.0,12.9,1598.0,102.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1061,2015,73204,1,5.0,24.07,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
480,2013,66012,1,5.0,15.5,1586.0,103.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3095,2011,20000,1,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1814,2012,73000,1,7.0,11.5,2982.0,169.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2730,2017,19863,1,5.0,11.57,2987.0,254.79,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3655,2008,87000,1,5.0,13.5,1799.0,130.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4996,2012,45000,1,5.0,21.1,814.0,55.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5051,2015,39208,1,5.0,17.57,1193.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4725,2013,32807,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1465,2008,95000,2,5.0,12.9,1799.0,130.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3372,2016,82497,1,5.0,23.65,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1567,2012,85000,1,7.0,11.79,2179.0,120.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2507,2008,38235,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1778,2017,7000,1,5.0,17.1,1956.0,170.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1942,2012,74000,2,5.0,28.4,1248.0,73.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3071,2012,41000,1,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2996,2015,39822,1,5.0,15.41,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2111,2014,66882,1,5.0,17.68,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
462,2015,24000,2,5.0,15.68,1999.0,177.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1959,2017,67000,1,7.0,13.68,2393.0,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5807,2012,140000,1,5.0,20.0,1399.0,68.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4467,2013,105000,1,5.0,17.32,1968.0,150.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2003,2013,58000,2,5.0,19.01,1461.0,108.45,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4543,2016,42000,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
468,2013,60000,1,5.0,23.08,1461.0,63.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3971,2014,49112,2,5.0,15.5,1198.0,86.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1452,2016,58095,1,5.0,21.66,1498.0,108.62,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2468,2016,28733,2,7.0,12.07,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2446,2016,19148,1,5.0,16.1,1197.0,85.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4114,2014,39626,1,4.0,11.2,2993.0,241.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
137,2014,45044,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1247,2018,35070,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3017,2011,52359,1,5.0,18.5,1197.0,80.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2738,2013,73648,1,7.0,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5460,2009,60002,2,5.0,17.5,1896.0,106.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5065,2015,41000,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1656,2011,62943,2,5.0,17.05,1995.0,184.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1686,2011,130000,1,5.0,20.3,1248.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3550,2017,60500,1,5.0,25.4,1186.0,73.97,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5192,2016,65210,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4506,2011,70259,1,5.0,21.12,1248.0,88.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
547,2015,62550,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
242,2014,60000,2,5.0,19.91,1498.0,103.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1962,2017,25000,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1692,2012,91000,1,7.0,11.4,2953.0,153.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2500,2013,114708,1,8.0,12.99,2494.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
244,2010,83000,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1204,2013,60000,1,5.0,17.32,1968.0,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2138,2014,19000,1,5.0,15.5,1198.0,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4805,2017,60993,1,5.0,24.0,1120.0,70.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4448,2014,42083,1,4.0,25.4,624.0,37.48,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4819,2014,197000,1,5.0,23.4,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2860,2016,29000,1,5.0,27.39,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2001,2014,83128,1,7.0,15.4,2179.0,120.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1519,2015,21000,1,7.0,12.07,2967.0,241.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4521,2016,25000,1,5.0,25.17,799.0,53.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5831,2006,78000,2,5.0,13.5,1405.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3291,2017,42883,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3007,2010,47000,2,5.0,12.8,2354.0,177.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2298,2016,150000,1,9.0,14.95,2489.0,93.7,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2649,2017,13412,1,5.0,14.3,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4919,2012,58133,1,5.0,22.9,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1032,2012,51000,2,5.0,19.81,1086.0,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4111,2014,46676,1,5.0,17.0,1591.0,121.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4625,2011,68000,1,5.0,18.9,998.0,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1440,2009,92000,1,7.0,11.5,2982.0,171.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1482,2016,33000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1085,2014,72022,1,5.0,21.43,1364.0,87.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5089,2015,14925,1,5.0,18.5,1197.0,82.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1731,2014,56000,1,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5790,2015,59525,2,4.0,32.26,998.0,58.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5123,2014,60000,1,5.0,23.2,1248.0,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2205,2015,59000,1,7.0,13.01,2199.0,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1345,2009,97359,2,5.0,17.1,1493.0,110.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4514,2011,82000,2,5.0,12.35,2179.0,187.74,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4425,2010,110009,1,5.0,17.67,1968.0,138.08,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3898,2018,3000,1,5.0,16.36,2179.0,187.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5813,2010,109703,2,5.0,14.28,1798.0,138.03,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5343,2018,14000,1,5.0,22.5,999.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5379,2005,90000,1,8.0,10.5,2179.0,120.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4477,2019,38163,1,5.0,17.11,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5750,2018,9900,1,5.0,15.8,1591.0,121.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1850,2013,40000,1,5.0,21.64,1461.0,84.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
293,2013,59138,1,5.0,17.0,1405.0,70.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3064,2016,55115,1,5.0,14.74,2993.0,270.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2797,2014,56000,1,5.0,18.53,1968.0,187.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5817,2013,25000,1,5.0,14.74,1991.0,181.04,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1073,2015,53735,2,7.0,12.07,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
535,2012,80000,1,7.0,15.1,2179.0,140.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4916,2010,136000,2,7.0,11.5,2982.0,171.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2830,2009,135000,2,8.0,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2739,2016,83000,1,5.0,28.09,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
730,2018,20024,1,5.0,18.2,1199.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5458,2008,83000,2,5.0,16.52,1991.0,123.7,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3845,2013,22000,1,5.0,20.0,1399.0,68.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5788,2014,53340,1,5.0,21.9,1396.0,88.76,0,0,0,0,0,0,1,0,0,0,1,0,0,1
508,2019,20667,1,5.0,22.0,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1288,2019,16862,1,5.0,20.89,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4310,2014,90000,2,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4092,2011,77000,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1199,2016,170000,1,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3472,2015,74000,1,7.0,20.77,1248.0,88.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1078,2016,52001,1,5.0,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5461,2013,60000,1,5.0,10.0,2148.0,170.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1618,2012,45631,2,5.0,22.5,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4981,2015,28133,1,5.0,18.6,1197.0,81.86,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3465,2014,66000,1,5.0,20.0,1399.0,68.05,0,0,0,1,0,0,0,0,0,0,1,0,0,1
934,2009,34000,1,5.0,16.55,1968.0,147.51,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1910,2018,75000,1,5.0,22.32,1582.0,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0
116,2016,55000,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
516,2013,65278,1,7.0,14.66,2199.0,194.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4904,2016,62679,1,5.0,21.19,1396.0,88.73,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5793,2016,33554,1,5.0,25.83,1498.0,99.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5386,2013,43486,1,7.0,20.77,1248.0,88.76,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1338,2016,46000,1,5.0,27.39,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
682,2013,13452,1,5.0,12.8,1968.0,167.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2363,2007,83000,1,5.0,14.0,1061.0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4645,2012,55000,1,5.0,20.54,1598.0,103.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1169,2013,56840,1,5.0,22.74,796.0,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
